X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	X_Mg54Cu24.5Ag10.5Y11_Pd_[¦Ìm]	Y_Mg54Cu24.5Ag10.5Y11_Fn_[mN]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00272753999958828	0.0003461791329038	0.00167502177232214	0.00267472556544374	0.00285430338146533	0.0014574724663225	0.00278325583833623	0.000253297900391563	0.000409511895062703	0.00215469107158552	0.000896368894321601	0.00392883866408768	0.0069150496008669	-0.00388739481148577	0.00216561049638309	0.00351141335760981	-0.00280506345079443	0.00863904419823899	0.000213986561892431	0.00426814565535129	0.00303932470017989	0.00206600806641727	0.00281641844541586	0.000592794066544159	0.00202279776787098	0.00145827645960068	0.00162681570592418	0.00270319638623575	0.00231198617877044	0.00176732638256285	0.00171576410280998	0.00225030078807348	0.00126023924194151	0.00320417878598616	0.00228501790328875	0.000875406798770887	0.00242427732876154	0.00208178597975421	0.00321992473631284	-0.000861102266780831	0.00171069822540229	0.00288686610405085	-0.00109588002965225	0.00621032238602504	0.000894799448250527	0.00370714206510294	-0.000494345534733128	0.00489910393675854	0.00181697458214454	0.00195836573559637	-0.00221862974919466	0.00826913271171435	0.00271087903172354	0.000973074246923871	0.00104359276623822	0.00393467170808045	0.00204795655088093	0.0090764365504512	0.000715882710536057	0.0034436889747274	0.00174819725620061	0.0110212017029232	0.000402246895201707	0.00431884998256681	0.00199008837812576	0.00340781708430783	0.00153847789885488	0.0027345357531809	0.0225381885668573	0.231918082034381	0.0292399285455923	0.273836559880837	0.00263668599047154	0.00166530290974262	0.00156406910968011	0.0026178130276888	0.0016563771712706	0.00267432174981534	0.0019552699790647	0.00371008337082877	
0.00648395134194168	0.000637770396399973	0.00453865041108102	0.0041028322682302	0.00486526301347288	0.00306279602232147	0.00454176204494138	0.00254507164489603	0.000944981520858816	0.00438223994128011	0.00264731400224292	0.00679828612643751	0.00145247445818341	0.00898078863518758	0.00379218594400182	0.00634345603313646	4.83595641725392E-5	0.00980523462924923	0.0029931568768944	0.00444941521676241	0.00409078261122771	0.00579314991906225	0.00463720066133525	0.00312834694034355	0.00428544859377558	0.00317825455023816	0.00263538689187558	0.00783507820489911	0.0047356023121586	0.0036398558312723	0.00305879381020039	0.00519000580330352	0.00194105516655258	0.00716026591004472	0.00361315165066446	0.00498182247595587	0.00401073528439748	0.00591107863447162	0.00435714171189145	0.00247415288939905	0.00365249233930923	0.00493139554461122	-0.00122515466574749	0.00974794010373769	0.00217275108572944	0.00713883275892076	0.00321381005807267	0.0057159974871754	0.00427883751915355	0.00335063471085637	0.00199593651116878	0.00631737900228582	0.00434742038925344	0.00305356692527359	0.00227289937129191	0.00723701998327112	0.0109178722623238	0.0856973815867058	0.00208992636704098	0.00547210228362467	0.0124743011267734	0.126064119664468	0.00422973135640619	0.00328512199160995	0.00694296503939735	0.0011753145951119	0.00367563305389614	0.00544539917938844	0.0704831419914502	0.836425974119711	0.08806491258145	1.00139782780661	0.00364187287459709	0.00653415159718904	0.00297403337667399	0.00696426617314334	0.00289195108563861	0.00696820610400428	0.00318487561819922	0.00856956426329186	
0.00777444685443462	0.00368623278290232	0.00660836976233975	0.00700878411769123	0.00600383694932881	0.00647086895884544	0.0055640334709432	0.00709875860527466	0.00135707791065209	0.00570308811999159	0.00398959978780312	0.0103559991286314	0.00202248162658776	0.0137146355734939	0.00547227642780861	0.008353275519547	0.00421594470398446	0.00927491375080254	0.00835191367403434	0.00203567096258586	0.00485753829986786	0.00982409209150011	0.00524179319540167	0.0076165248194544	0.00634855063437105	0.0063189469710772	0.00449250114912247	0.0108480994035461	0.00665417322676521	0.00599522871826155	0.0052283672162088	0.00772584789640434	0.00318033600452927	0.0107647023813335	0.00516447408401623	0.0100108768285208	0.00519839974223815	0.00954107190566634	0.00508141240943438	0.00616623190396668	0.00486067247109813	0.00804095778227658	0.00277214692258335	0.00902430067864309	0.00341266904002536	0.0111933162911012	0.00593122224695963	0.00729586610667019	0.00623085107753455	0.00551887361487601	0.0073363236460511	0.00342757977796107	0.0052361940957571	0.00676410231494767	0.00447431046760326	0.00858223716186444	0.0316447822903592	0.276886561132302	0.00454453570070625	0.00664082838574302	0.0373716393714944	0.415621462065778	0.00750047273469745	0.00357463415031662	0.00938504205661364	0.0014748150515327	0.00561429108126805	0.00929221597718725	0.113331068274201	1.59318868536258	0.138092699932245	1.91422336141077	0.00389385674315514	0.0128170061822354	0.00429602185114309	0.0111325183921648	0.00369365335703919	0.0116887816962526	0.00455691541268068	0.0124467036130075	
0.00924448034934891	0.00533317481447764	0.0078400328214699	0.00948395927908651	0.00727512169449437	0.010633116694131	0.00656315512442682	0.0112290212324075	0.00158172390545632	0.00796879574758133	0.00481390088620677	0.0141882440030105	0.0105291707881584	0.00731521833401533	0.00691963240969361	0.011675408486793	0.00481552794403832	0.0138338230295107	0.0105765378165913	0.0043084435446834	0.00657344089252653	0.0129632310954623	0.00608852858921287	0.0122057548310901	0.0073482137769919	0.00958179180052003	0.00614797015682542	0.0135091097895386	0.00744910603413273	0.0101983418675461	0.00688756708141686	0.0117318080695605	0.00469730762835958	0.0136938645344813	0.00727485760633313	0.0132739981443399	0.00589948159755299	0.0132004236644398	0.00596778523736588	0.0100113170239356	0.00549978940866923	0.0128930881389091	0.00500285062468971	0.0118923702565852	0.0045102283866986	0.0154746641709163	0.0060003943790823	0.0113379932444192	0.00845679855853224	0.00820068232472073	0.00762010666980429	0.00776829219313068	0.00612568754353622	0.0112353035667616	0.00648090977108576	0.0117267158089671	0.054085448467121	0.515416683886432	0.00631614892725676	0.00973913471751387	0.0636263337204848	0.776312055184352	0.00823246599179021	0.00734816750650616	0.0105852042981124	0.00518249354795394	0.00628061313711204	0.0138047064675111	0.146683201663226	2.38391806806454	0.176703066740124	2.86649017134588	0.00526842301497193	0.0164404765577388	0.00559858407334303	0.0151588003139721	0.00489144530943798	0.0163619835307252	0.00615134209897899	0.0161694762533127	
0.0106808546035982	0.00705948298793879	0.00877014253667744	0.0125176296444618	0.0090924111377013	0.013990345241262	0.00774740096156888	0.0149391700868516	0.00172365457035316	0.00974762178060719	0.00582699301662942	0.0173116796721978	0.0124263833097605	0.00952326581924077	0.0077217485783095	0.0168044854239293	0.00545469863547532	0.0181484147580861	0.0109385972583867	0.00805042107419905	0.00820775830867374	0.0179563749609281	0.00734570286055732	0.0165010616349251	0.00884477666271581	0.0119620266334961	0.00701259187648483	0.0188602853222987	0.00824089022722402	0.0140552831598842	0.00782987530339223	0.0155621957558468	0.00609066704790559	0.0181060086601354	0.00856122060080867	0.016720378995883	0.00664970864930691	0.0188086878713285	0.0071369132079719	0.0148335049974185	0.00671123649181756	0.0174391880948459	0.00519928544855419	0.0166001656298913	0.0056327888194672	0.0198561947063627	0.00686474396846722	0.0171367347366424	0.00984632539759104	0.0122851064210614	0.0074661097081017	0.0129655957815746	0.00747369267171694	0.0155798776962515	0.00740108189622597	0.0175024743711681	0.0735054542753167	0.765326316497156	0.00674987283144273	0.015337304443187	0.0846636402816703	1.15590672033607	0.00905143724695554	0.0110460309071023	0.0133574651766611	0.00738289309259543	0.00723855703897318	0.0181661317140351	0.175675801764345	3.19608905655281	0.210535329240071	3.84450688509284	0.00705995053064942	0.0204847264560209	0.00610344225162054	0.0210938350377506	0.00613801024975481	0.0198849729363493	0.00736884040200316	0.0215942699217165	
0.0120645632955333	0.0102082226175169	0.00953955954651944	0.017220200880449	0.0105503738119885	0.0181111818657533	0.00881407721903182	0.0210969473284722	0.00208908808689047	0.0115811666502715	0.00661308754054588	0.0212218937046671	0.0110475002690196	0.0172351693435398	0.00844411249728465	0.021374455976675	0.00701706578625062	0.0218696594473649	0.0133858802902491	0.00972258884962459	0.00928979664255118	0.0228337510702933	0.0087866411582269	0.0203354074419655	0.0102794333944225	0.0149474028325011	0.00785761317109138	0.0246743499805295	0.00963099190295352	0.0169388141470221	0.00924271901206745	0.0183990733049784	0.00741792462518873	0.0241529148648971	0.00928720910319836	0.0214243035599222	0.00792246580018575	0.0241630357214577	0.00863061572411605	0.02080633104325	0.00793204944429097	0.0215498019993749	0.00631175704137928	0.0218256781046655	0.00702153439602325	0.0272057701106004	0.00862239658809711	0.021143167847021	0.010736745765811	0.0165820503152818	0.0100718722772771	0.0146369122699997	0.00868554404308681	0.0206305689267439	0.00779524542077509	0.0230742441953868	0.0901375225877056	1.02541943710866	0.00747686015019431	0.0191480124840511	0.102966760632487	1.54704763118114	0.0104973630869815	0.0138902935528616	0.0157740466847447	0.00911583602959088	0.00835142730388981	0.0239523967585319	0.201819980110933	4.01619840545941	0.24102979768112	4.83337723160885	0.00810985107935248	0.0261430710767893	0.00640418802044484	0.0274742220109931	0.00733514323322285	0.0243266538105352	0.00878218140600954	0.0262794043261096	
0.0133344456467947	0.0147519888101598	0.0105665379484925	0.022452600048778	0.0114268501351863	0.0231506335612551	0.0098340078374034	0.0263213429438057	0.00251520851831149	0.0136332776383058	0.00764241815375714	0.0256695481397706	0.0131244703154217	0.0203937460673451	0.00945680140632079	0.0262563686453972	0.00852803579713616	0.0256977952248766	0.0156619066775076	0.0118374222272928	0.0106575217104829	0.0266571574755804	0.0103100584077665	0.0247466784527473	0.01116121880419	0.0191919343685371	0.00885840323949376	0.0303103574124833	0.0110989057269605	0.0215925709856943	0.0108594650138167	0.021754893954378	0.00885042006350818	0.0305613306445276	0.0101511122681995	0.0271398153769499	0.00956887907425534	0.0287056486748736	0.00988978851293855	0.0255800938831318	0.00918701016086572	0.0275170255581096	0.0081763516713777	0.0250682848589658	0.0107198858596229	0.0555781144589569	0.00941596870262058	0.0253107888767494	0.0116248379072595	0.0214238942873258	0.0117269124123886	0.0170391750636064	0.00926484447712608	0.025654966666657	0.00865214698522625	0.0271830536625132	0.10486102545459	1.28996812112082	0.00897635728593106	0.0217443250580112	0.119843449066129	1.94276762207747	0.0115898421712236	0.0189520569713275	0.0170545751028913	0.0129276927622088	0.00945232512622393	0.0289550393862119	0.226102079015107	4.8420193226142	0.268161382102088	5.82706856920338	0.00901767352388175	0.0292232457230468	0.00777993895858803	0.0328934495720864	0.0085200977013419	0.0300454398083338	0.0103805765945999	0.0266969424099251	
0.013875594582072	0.0193035984847382	0.01189979248429	0.0276470769278231	0.0126862491204348	0.0279361688999975	0.0111616689967791	0.0306061650932167	0.00285371780510208	0.0164081822214021	0.00904100700305155	0.0300833402697459	0.0159694241928289	0.0221230519352009	0.0111597296015482	0.0318102232438313	0.00955302127466	0.030395808073635	0.0160765574351955	0.0171731690926648	0.0124003482374825	0.0311316274511972	0.0113678561048047	0.0310143262871023	0.0125102936041902	0.0230716057513823	0.00988041265753292	0.0352103872148043	0.0123572084254804	0.0282460264542165	0.0123977473132833	0.0253085551578679	0.0124168571459571	0.0433940092387195	0.0109856193914821	0.0312299656516609	0.0113065662769647	0.034551152744462	0.0105893724410244	0.0305762972886291	0.0129239367949712	0.0498517041674355	0.00933024983775136	0.0298481522269959	0.017853265824315	0.117112733172603	0.0108125642582111	0.029193887235468	0.0121969207765008	0.0258643637146265	0.0116844175463534	0.0236202711370924	0.0102567306152967	0.0293808061229509	0.00997057095058967	0.0306166088203811	0.118278031798347	1.55459061244352	0.0105873806971617	0.0254826318670849	0.135868194559738	2.33936224124513	0.0134541931828777	0.0234939787088028	0.0183893028541279	0.0170324358787166	0.010734465652566	0.031425103187626	0.249191247194243	5.66685070958046	0.292827669648363	6.82187469986676	0.0130228211474646	0.0523574065170458	0.0100043966326907	0.0356940382843409	0.00978862567129145	0.0322168619436585	0.0145330717556755	0.0588320953534573	
0.0150000733992887	0.0226911786876152	0.0130214107467562	0.0323553634282448	0.0143786640236381	0.0317573161205527	0.0129810274844107	0.0360103168708494	0.00313454530685505	0.0184718001358567	0.0103601245576227	0.0356759502545712	0.0166938929113792	0.0261086576178982	0.0129285504879961	0.0378208260598014	0.0109454437247583	0.0350826996217084	0.0168020890103566	0.0218988924246807	0.014609544795626	0.0398873543571634	0.0129130925066401	0.0377865399301625	0.0143129871729782	0.02686842580881	0.0110841020624457	0.0422999562860487	0.0138423566659035	0.0333596128783279	0.013940941645944	0.0297640930926718	0.0184160144674383	0.0648288411088093	0.0122677064955572	0.0365079887100426	0.0138915403445005	0.0508398601095352	0.0120915928232697	0.0377724591338584	0.0190248739749143	0.0948593861231197	0.0102983104979494	0.0353601482432638	0.0263688198937918	0.190320752208835	0.0123863399337486	0.0325167223325904	0.0134746277915543	0.0294685418894322	0.0125149964925235	0.0283386675801388	0.0123346197050011	0.036991370114413	0.0110031623689785	0.0354253944805752	0.130841807428876	1.82045991180376	0.0119102211089618	0.030226457780785	0.151227480578281	2.73759785071133	0.0147454430659283	0.0280936824609267	0.0203814670841294	0.020145365065608	0.0132423691170512	0.0476230793655598	0.270575078792507	6.49656967718615	0.315633772752104	7.82390603072084	0.0449855257764303	0.371905568115475	0.0143219735401346	0.0620602738844939	0.0139558979792689	0.0620996986589538	0.051876261013367	0.520212332805778	
