X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	X_Cu44Zr45.8Y2.7Al7.5_Pd_[¦Ìm]	Y_Cu44Zr45.8Y2.7Al7.5_Fn_[mN]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00181965797423662	0.00240928591136021	0.00299652811838147	0.000295578488079363	0.00139573928870084	0.00335082024776672	0.00173680024728779	0.00334637463787561	0.00172069665820637	0.00294695550664819	0.00106989399052103	0.00353902470594946	0.00234559905739699	0.0021515805998532	0.00157800222002845	0.00198465195021848	0.00181101816835899	0.00240534779948859	0.00117018210280026	0.00337581316098434	0.00209423841553177	0.00100514257383787	0.00222073607434312	0.00249992978701236	0.0011793836142906	0.00231016872872146	0.00222648923952696	0.00181169698897605	0.00226172581340147	0.00187515606928341	0.00059997664508234	0.00289859585666248	0.00261023884417479	0.00238330164896475	0.00158659696835595	0.00243916553937835	0.00130634055132895	0.00375964719174243	0.00149439042738229	0.00364118733145245	0.00154706079764945	0.00217067634970463	0.00109306922879983	0.00370779144428916	0.00227474811300747	0.00125515537952266	0.00204865572439707	0.0020847018196296	0.00112405186420437	0.00310963681622736	0.00183287742282623	0.00209153212451549	0.000872794139484822	0.00320776401393026	0.00167167895145953	0.00199688283438699	0.00095535908908049	0.00519844864221906	0.00118687573712259	0.00242225348620217	0.0179162059690981	0.219854515779223	0.00201451757892661	0.00240564247575797	0.0095826347475411	0.116248849671156	0.000645549992429279	0.00418621110054966	0.00195265361273184	0.00258890564946068	0.00183512882044084	0.00231492356679649	0.00143735285517879	0.00330898258397764	0.00169640400845846	0.00258361966650504	0.00156362827432271	0.00247869308673465	0.00168682673818597	0.00285937844698476	0.00177400315890062	0.00193635050789092	0.00221526969666769	0.00259402428539913	
0.00263875553129564	0.00598099876483349	0.00510888085553191	0.00205644563957702	0.0030451999431939	0.00697820690726996	0.00338787970049099	0.00670193153382418	0.00321267038426524	0.00574405175941378	0.00245742061362114	0.00716197757899216	0.00346851206652159	0.00528108441740246	0.0022102501822967	0.0050406958841947	0.00340400519730207	0.00460853676424793	0.00249262748303393	0.0075224812527685	0.00365002975970734	0.00454608722301158	0.00408879871287725	0.00516850262109085	0.00240696019229805	0.00472289343938575	0.0039808926460366	0.00420420999984284	0.00354724794036694	0.00690900163970973	0.00220047736557018	0.00499818246587431	0.00439762981896072	0.00459196213359007	0.00287306409197246	0.00484425504238391	0.00297518170286836	0.00684968803605615	0.00304494076339632	0.00729626810330928	0.00234488228279916	0.00477185290109879	0.00206699572120267	0.00967862114934514	0.00415577858851205	0.00384835384377181	0.00381193029923127	0.00444126523512692	0.00239349124570669	0.00753562708856353	0.00329481635993922	0.00510326547872597	0.00239704936095322	0.00606052611464755	0.00294586219822343	0.00445895581573085	0.00187944461550196	0.00935685103408815	0.0028940691059925	0.0062516334524068	0.034470702267441	0.493965961325668	0.00324674408639826	0.00379380781111848	0.0294787384195901	0.409585615316065	0.00113144958552756	0.00871320984966708	0.00334971528508554	0.00635830989990029	0.003128937292169	0.006339844941438	0.00200011100754878	0.00777341355755311	0.00273673135487954	0.0062033065442288	0.00247280777953828	0.00563068143123318	0.00348571042492805	0.00610149407416936	0.00261077973340431	0.00606935617091398	0.00384613088487612	0.0057696594910206	
0.00382044525066915	0.0102412209027193	0.00635838540478621	0.00574192354191272	0.00506197210128405	0.00957542533791001	0.00462868452344561	0.010982675509186	0.00423768634077602	0.0101372747581908	0.00403343453270561	0.0108397447856125	0.0045696540790917	0.00784182483627641	0.0030635586038369	0.00983801463573357	0.00478268997691568	0.00797419086989599	0.00438979082734756	0.0102223015948316	0.00485180186102165	0.00807132489943172	0.00582201463598898	0.00797833088958182	0.00372539051366523	0.00809288856303918	0.00530963853610132	0.0067366724107924	0.00456751156076742	0.0110771137965538	0.00492384569230181	0.00613382842827099	0.00539269141532637	0.008395534279363	0.00385063839092144	0.0084430708366827	0.00460461713952883	0.01064041811725	0.00410521797146572	0.0115061733587041	0.00389545584985481	0.00819462327130531	0.00307563340831614	0.0141454913875949	0.00610203418612459	0.00675278138018506	0.00540172043996483	0.00678102164408113	0.00305728561931521	0.0134507038615542	0.00472471216917788	0.00794939440752462	0.00434717444260823	0.00892363815089259	0.00450698490740485	0.00698219595084247	0.0028353102633929	0.0140371851256732	0.0040788877614511	0.0110548093495469	0.048033378143317	0.779822024264444	0.00403089619138082	0.00666458040718585	0.0495073606184095	0.771537743009697	0.00228561080796509	0.0131362533593095	0.00462239803711664	0.0101829095621795	0.00488440373291897	0.00947069930171183	0.00322948406669808	0.010411220915816	0.00393345405291846	0.0102003682216454	0.0032369967493402	0.0103177075845161	0.00479178730282808	0.0102241387740419	0.0032183967597294	0.0121449260093353	0.00476382266534633	0.0102008920905688	
0.00559460117848561	0.0129236189651028	0.00760879221716985	0.00949971718354097	0.00680128415866769	0.0128148033861723	0.00555263437508624	0.0142240890064942	0.00502616233128115	0.0152439271950253	0.00507990716604005	0.0143974550593223	0.00645612006311091	0.0106496203842055	0.00512005290347241	0.0131177505999754	0.00572629956102925	0.0124333776972701	0.00590519497780079	0.0129100402098502	0.00615827128102137	0.0105422854625792	0.0074501774100717	0.0108532662427015	0.00481751113776028	0.0121917799909138	0.00677765587079327	0.0103553224646054	0.00587678069013644	0.0151095584541676	0.00619747778163564	0.00956000212748991	0.0061835174819398	0.0127387932795766	0.00476782173329249	0.013411210874995	0.00554594932161862	0.0151362575793647	0.00502568701807075	0.0154495857652008	0.00518194592875162	0.012643896606901	0.00399921077094203	0.0188380581823378	0.0075295282075677	0.0108794205805981	0.00750077913604408	0.00960556735513715	0.00377776413066628	0.018684856535585	0.00566586916457999	0.0119233640155601	0.00530622833372269	0.0135538546530038	0.00614638227820987	0.0111980020075821	0.00442100426511671	0.02323227980625	0.00454061361613998	0.0163030955705718	0.0606415177816985	1.07271475278917	0.00563762341520187	0.0101637628806272	0.0665694340453381	1.15172397259118	0.00403647074561712	0.0168574034611438	0.00585419675975023	0.0135751863954733	0.0061505154862127	0.0130669203077497	0.00498338288736445	0.0133021188096883	0.0051829135205203	0.0143366626173539	0.00408568122740792	0.0158797258070055	0.00547490593815187	0.0161642230121648	0.00401223561194884	0.0181926434833325	0.00575153247914162	0.0147627135711737	
0.00683021431608654	0.0168252710148563	0.00917248330592466	0.0136240026117776	0.00792723016146148	0.0174466850593165	0.00639718665928336	0.0179070476086257	0.00602474677680144	0.0201987958872797	0.00595381661287774	0.0178208293339822	0.00787770129977551	0.0147869516038247	0.00656018998287498	0.0158693321020473	0.00657078775822722	0.016757206253598	0.00659464330154625	0.0169441328717854	0.00769200987664159	0.0140582499314605	0.00893883546604687	0.0149747486084004	0.00583960452981045	0.0162520697369945	0.0082380145757714	0.0155269564758057	0.00687692214875285	0.0204104534842231	0.00664854734953957	0.0145055284906114	0.00692086384732636	0.0175509258801143	0.00589687754313289	0.0187773366809528	0.00626468032402545	0.0196556056594142	0.00610827874637111	0.0193404912260686	0.00567715137452744	0.0173355757348571	0.00483017578833621	0.024243215861063	0.00851091865607239	0.0149702657092283	0.00891551232667223	0.0140112561150783	0.00470270621083234	0.0233726684922529	0.00638974096320062	0.0173306953865192	0.00590139207502726	0.0191067529178044	0.0071033658990003	0.0160672908904433	0.0107542378895532	0.0940455884925206	0.00540130194264317	0.0223346776998313	0.0718717726552795	1.37243157253227	0.00772793463969243	0.0140610275281478	0.0814305533182672	1.54304858680537	0.00427515278774038	0.0220080536115815	0.00677677194616148	0.0169208316186327	0.00698385761217163	0.0174383599999593	0.00629971476024929	0.0171929678818873	0.00630191484949224	0.0179294430050984	0.00507528864078324	0.0219291822347899	0.00652048724339056	0.0218140038312281	0.0048382700833845	0.0228810520684964	0.00713670775347658	0.0191617864395947	
0.00771282594503882	0.0219025576881548	0.0108972582118707	0.0167157423921136	0.00878447447044717	0.0215386543233447	0.00725156383023237	0.0233855560315649	0.00701426343897762	0.024882027628847	0.00698450401811043	0.022342984114548	0.00872663957888967	0.0200846961443829	0.00719039145800093	0.0212003532331735	0.00737946995400952	0.0221643775534972	0.00727773639898543	0.0231395959340787	0.00922158593637119	0.018272311577445	0.00973821983889821	0.0201369420650447	0.00673608983254071	0.0212905610061368	0.00941443747497815	0.0201594347774459	0.00788356213220185	0.0266644661746567	0.00796975139483194	0.0174231255096808	0.00798722059020624	0.0223563755139009	0.00716154975575653	0.0231265437762335	0.00727584294306052	0.0238842610566902	0.00727312617869737	0.0237670635749863	0.00656735861903448	0.0214900200059721	0.00582841462841395	0.0303804021436134	0.0094169868970461	0.0196763184907686	0.00963714607221692	0.0190617506673508	0.00556891578600914	0.0287614461721771	0.00717187176785997	0.0222245770049482	0.00641017688800563	0.0244289655931622	0.00817944775961396	0.0191185072267718	0.0239042401027439	0.266119227582921	0.0065531588101809	0.0270639025862827	0.0820679019918966	1.67244897662206	0.00861164258884007	0.0195437960240677	0.0946717656482326	1.93988942436701	0.00534697969161156	0.0266815755881738	0.00754917464194394	0.0213251213484153	0.00777540577274261	0.0213818897312669	0.00747774595750379	0.0216586230352733	0.00747945046381001	0.0228034539842269	0.0059004712518284	0.0283149843392296	0.00783496121377207	0.0260939838310767	0.00562585412661236	0.0278122302438843	0.00820293313330622	0.0252808665024823	
0.00866056493196853	0.0259949780615336	0.012365449991648	0.0208636783194518	0.0094974069577162	0.0271997347040461	0.00835171087487381	0.0290747652630666	0.00786288425969137	0.0310806193527658	0.00800306650760939	0.0276062478936104	0.00963628703586238	0.0253783770628066	0.00792346719677855	0.0277914901276901	0.00845239074535932	0.0272677085158386	0.0084853781310064	0.0293594189013072	0.0105102885906914	0.02333319824306	0.0100757865355604	0.025516537486896	0.00774576310870346	0.0267702244872924	0.0105205732883155	0.0250781128582463	0.00911858944279823	0.0318769146681552	0.00960285761760202	0.0208857826776338	0.0092207042427272	0.0270892474739332	0.00831248082844439	0.0280187701143839	0.00835586363824333	0.0284743932870272	0.00842560480282558	0.0290999327992587	0.00775040564174762	0.0258196293103498	0.00681933622489221	0.0369304480694557	0.0104151277980065	0.0245191592689584	0.0104019704920981	0.0242154862784177	0.0063126467136298	0.0356663223441155	0.00806021732654782	0.0268059853625202	0.0070625209097381	0.0288869864483841	0.00942192278628371	0.0226133714195742	0.0378332265599169	0.476826089741948	0.00756930428228482	0.0314862360079704	0.0913002951460964	1.9737318152	0.00969806373658792	0.0237940319106024	0.106271062305316	2.33950758212955	0.00701337443408995	0.031498339335513	0.00867446829110805	0.0256593290577868	0.00873565259868638	0.0254514417709505	0.00866189750296588	0.0240379520115694	0.00859416878140483	0.0260253497261621	0.00636988288392046	0.0317388097232401	0.00876260481335355	0.0287777061176831	0.006675826853546	0.0304750559812152	0.00900983872359176	0.0279904620931357	
0.00955889196474908	0.0308060629242247	0.0135622420826758	0.0264405467707264	0.0101398244251919	0.0331526173510044	0.00947881646012985	0.0357532427486355	0.00886127792996421	0.0379432404028668	0.00896379511836169	0.0336791620076287	0.0105140991433905	0.0307024059989977	0.00897066746152601	0.0331678331966423	0.00953599044662986	0.0324475679967311	0.00984598450494455	0.0338839256350601	0.0116503257310848	0.0280253830500464	0.0109641252362943	0.0301665253797031	0.00855059693717124	0.0320075440217243	0.0115122620861422	0.0307773556348215	0.0103393235839163	0.0367756420741251	0.0106468982173485	0.0260264611286349	0.0101417706138024	0.0318806254063622	0.00942879234137893	0.0334986063995246	0.0095295596293079	0.0353648485116593	0.00962690143303832	0.0351061445750172	0.00839984509009545	0.0320385427829198	0.00815147727105051	0.0441648741739606	0.0113379784499887	0.0296576221909712	0.0114764459230361	0.0296885786606651	0.007640152571326	0.0415041611927215	0.00887019438740161	0.0329069264639372	0.00777342262429963	0.034392163073702	0.010007770729813	0.0281010402727145	0.0500848001035042	0.697400954394591	0.00874051148285498	0.0428009650611442	0.100066651822692	2.27421907150636	0.0104679971324213	0.027880216788602	0.11733213450479	2.73943540463345	0.00730436422257041	0.038804717381447	0.00978384229667557	0.0300283995164108	0.00951561144140905	0.0293275752195738	0.0116670637917496	0.0425437163159558	0.0112342501254938	0.048306797432111	0.008902348051051	0.056978276028864	0.0117736631791659	0.0565748023704487	0.00952829066297569	0.0616969307683935	0.0123043296382803	0.0613592826953871	
0.0104517289982732	0.0382211947034524	0.0148315131654548	0.0325495241669465	0.0109414363281036	0.0410506143963837	0.0109415976220749	0.0439851480249851	0.0104991991763086	0.0455516070552338	0.0100558931265038	0.0402779495712133	0.0113968793471857	0.0363676809690644	0.0102184184564217	0.0384726972613879	0.0107570901420446	0.0382382259004288	0.0111087350683989	0.0392597302831744	0.0132133978108271	0.0360660215996978	0.0124333784895199	0.0373421471975632	0.00948974616207559	0.0378693244077225	0.0125223201933423	0.0369561822208201	0.011302989035286	0.0430387278832727	0.0120159246590604	0.0304785502596935	0.0112833306928902	0.0372595805439738	0.0109203824040048	0.0401323367478916	0.0117651884020192	0.0503731038127762	0.0111227415538652	0.0424402913118667	0.00897913401793241	0.039451739157514	0.0100962699798812	0.0639719252459419	0.0124352139783447	0.0371771530430673	0.0126159643518596	0.0350204056040587	0.00895765169425675	0.049638666867095	0.00989441592939097	0.0384230843277627	0.00908390729697418	0.042185331764734	0.0105740704616536	0.0335294646437953	0.0611143735126135	0.925737024457985	0.0146137873482143	0.124791081800968	0.109251362078773	2.57257243506499	0.0125292358464613	0.0382854905188456	0.128137659251367	3.13915763768876	0.00811365150445087	0.0449822379331159	0.0117299040096467	0.0462403564462362	0.0111573212455936	0.046798834824565	0.0295292820387765	0.281589733544258	0.0298942489922028	0.333563641634075	0.0294342547484162	0.392853765773548	0.0359224324841867	0.435355855428475	0.032053895067974	0.492216195465973	0.0391410242409316	0.536500276195338	
