X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	X_Cu45.5Zr46.15Y2.475Al6.875_Pd_[¦Ìm]	Y_Cu45.5Zr46.15Y2.475Al6.875_Fn_[mN]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00164529690793188	0.00206385392831843	0.00193813432486169	0.00226263171665443	0.00289233515617594	0.000853764350188622	0.00174739638700711	0.0019768684949304	0.0011681793219754	0.00293999059655283	0.0021483200327246	-0.000935417075332933	0.0016433422674323	0.0034203647568346	0.00231336922617606	0.00157927290049343	0.00239689454442882	0.000787481402653222	0.000983938849937326	0.00361793519101134	0.0015540883120239	0.00238137215604658	0.00135620007191478	0.00311279185319796	0.00302094694212322	0.00167091108118106	0.0011784015472743	0.00303589180607886	0.00189195508050833	0.00248651292180907	0.00117403104813261	0.00353988474683598	0.00111001444354339	0.00478590095559512	-0.000117363761030363	0.00493691526769411	0.0016153276206585	0.00162347434090014	0.00221398361299515	0.00181244050085944	0.000695757656584252	0.00233165690427227	0.00123067264122447	0.00328440712880831	0.000853659875215432	0.00355651883570714	0.000922837226751748	0.00299897860111863	0.00226981987570755	0.00278905631998379	0.00151205393393503	0.00890506229092537	0.00180198472207852	0.00179034023540341	0.0073254987095269	0.0798446256614573	0.00157853160987428	0.0103331735411851	0.00117095928426142	0.0024252088890952	0.000821442880329922	0.00285584778872017	0.00247299703238502	0.00146441645804072	0.00172164560390332	0.00255244560021409	0.00135299677161416	0.00331348020559454	0.0222960103994368	0.23217010664225	0.0192443663980638	0.287358740927609	0.0016267196856562	0.00366339901000415	0.00193189197594799	0.0010214916498204	0.00139317446707073	0.00171419552359826	0.00150966993386318	0.00318648547689825	
0.0032191911296935	0.00420122685736272	0.00364818004647611	0.00485332543261387	0.00447075455273911	0.00321412445113816	0.00295986222082285	0.00543040888842582	0.00247753858590823	0.00607108966773322	0.00360232588027232	0.001826425345477	0.00284607065458884	0.0064776910782794	0.0033843186375969	0.00593277235581527	0.00408686538537415	0.0040381468764843	0.00235992809852421	0.00665405846348081	0.00229921027466999	0.00447084541202873	0.00387531694637049	0.00494734989991193	0.00423460170647379	0.00460382995885955	0.00226217254771296	0.00650275970692735	0.00300984488533018	0.00582585102688495	0.00285402461722878	0.00651885128223467	0.00270431053240591	0.00754091125252985	0.0018196372716756	0.00716378474487874	0.00292201425409608	0.00419603728084089	0.00373553526584504	0.00441604767672864	0.00171657868619009	0.00547315058990551	0.0024186209009768	0.00635011808151051	0.00315831078674791	0.00591694123704079	0.00459700980496405	0.00258550413943761	0.00358464314098774	0.00584982416921665	0.00709457652742625	0.0721286885283474	0.00256392296842867	0.00624723331724862	0.0222896437375966	0.275373091534598	0.00925091223894174	0.100175846244762	0.00300491812066438	0.00507128901077249	0.00259066497600114	0.00485435861854601	0.00428692541654038	0.00432618414749355	0.00289742350301769	0.0068137145664519	0.00232574091396849	0.00746538994246973	0.0621426754982318	0.849521489394274	0.0588283175398673	1.03073924962762	0.00297870687669136	0.00797773789906443	0.00361922315864174	0.00338389856849906	0.0023520704618223	0.0056496389378965	0.00299192789706962	0.00764426622553023	
0.00441322267961628	0.00782492859267534	0.00448141189393015	0.00805381348927553	0.00528321852477319	0.00718332148595275	0.0039928205596618	0.00998059520386359	0.00413133042735042	0.00958760529037763	0.0052641325079131	0.00704960223796804	0.00383520226035502	0.0104640134427676	0.00436890687114112	0.00987808174079606	0.00569242201988071	0.00787453867702433	0.00400001312367753	0.0108145313199401	0.00375231063172809	0.00719264568914129	0.00420772393660504	0.00962806416026431	0.00509554010612638	0.00813468075209533	0.00405881508839805	0.00941896832555703	0.00386166998396923	0.00954024153704306	0.00412134688405448	0.00937862081192262	0.00391099132397724	0.00972771839949895	0.00289545282196207	0.0106043675679734	0.00371555910003572	0.00863634413597134	0.00529482741182109	0.00705502578199078	0.00318544718532443	0.00967510322400577	0.00410076451614509	0.00829225479441928	0.00426570031670862	0.00966713696029132	0.00608258357331402	0.00571754817556827	0.00434353122677399	0.00897600833126211	0.0188105240747849	0.219280136705778	0.00412835797519399	0.00975354895729712	0.0369444005802888	0.517976149648542	0.0255412368889569	0.321625717518526	0.00425417434586098	0.00896627071301325	0.0038861544512454	0.00798540221055223	0.00540960915532845	0.00747465456665272	0.00392923057126393	0.0115079229990535	0.00356414025740053	0.0107898248406966	0.0941665225910868	1.61493257806957	0.094964493223164	1.94346035869305	0.0039351027619964	0.0119031714151504	0.00525347468790196	0.00676217464101882	0.00325808449290916	0.010897790553712	0.00439236558975425	0.0117595185528179	
0.00522240750518105	0.0127532756177724	0.00549814899854781	0.0111072953767985	0.00630683324834987	0.0119464532427705	0.00476191400766941	0.0133713113443233	0.0053933182642637	0.013495728394627	0.00689368914920806	0.00735454943052538	0.0047926280074393	0.0154595128993991	0.00552801199344362	0.0126105986716303	0.00735554405544381	0.0113123202565706	0.00499851985418432	0.0142728134775249	0.00549813414540788	0.0112558267684796	0.00511736394660637	0.0149962147855492	0.00653475192050455	0.0110439654447327	0.00534690641256935	0.0137719462425356	0.00498058515086829	0.0139946426035238	0.00512503030640558	0.0133659299781154	0.0047656619337071	0.0145455758141651	0.0041273748784427	0.0150370426260501	0.00491972914635105	0.0131932360986834	0.0067844248454954	0.0108776782162059	0.00432389660198609	0.0143283680260677	0.00527858187127738	0.0126225944230079	0.00546698225794784	0.0135465018434365	0.0064381309820494	0.0109152269305588	0.00526471465309326	0.0125968338962984	0.0310198668485523	0.400594139663892	0.0058764828976977	0.0135400094158163	0.0497224636142967	0.771462759267823	0.0420294329907933	0.594807994217942	0.00501170924775959	0.0142556098176238	0.00475371707509924	0.0134861136718438	0.00680086975386619	0.0101376412845382	0.00517050359363416	0.0156541463479497	0.00484137059218238	0.0146133321998908	0.119302126063928	2.409483293529	0.123475602988987	2.89800564919874	0.00494178064059121	0.0155044960504649	0.00663115809674668	0.0110465893368227	0.00411996668428004	0.0163594078418521	0.00563125552272148	0.0169992682569775	
0.00606277596135263	0.0173472527367786	0.00651244798924212	0.0158045487975171	0.00746963819504115	0.0163342511059091	0.00567374385302588	0.0173047393468799	0.00653395061930667	0.016783240310826	0.00833470928157182	0.0126442849611202	0.00563953244793905	0.0206320127495144	0.00661341045371354	0.0157190256041664	0.00850879960805747	0.0156971149683467	0.0058310800866954	0.0173682406902672	0.00643919745034893	0.0161667009303621	0.00679597565730503	0.0204250813415643	0.00798182098045658	0.0149615809447336	0.006137892836627	0.018785367518788	0.00634579058582205	0.0180032744172395	0.00655463798353709	0.0168196431755959	0.00604751870541214	0.0198531858138151	0.0054252109622986	0.0197131043664766	0.00654166732337023	0.0169232495101826	0.00787722137228916	0.0150387529307556	0.00512934394597873	0.0179780059271403	0.00642073023149361	0.0166662118814418	0.00684065271577095	0.0170331651229026	0.0083277719942432	0.0138050553723995	0.00632587735393703	0.0170467584300696	0.0418746673315886	0.591776116011792	0.00685323368189832	0.0185527623271815	0.0616644177011076	1.03232998352505	0.0558240772866492	0.880191352764893	0.00623160258307988	0.0184674482039154	0.0059148861520465	0.0183164516269623	0.00812975273881923	0.0135728915130761	0.00667261048131241	0.0194377805518173	0.00614901715871534	0.0189552478764937	0.142284959067583	3.22446268510763	0.147047874815709	3.8781052657849	0.00615917871826631	0.0196578065299065	0.00760433777621966	0.0153906013986136	0.00506163101310678	0.0220812533796822	0.00704574731947201	0.0215451590291428	
0.0071531322541254	0.0208995633407005	0.00758538289801893	0.0207667054978443	0.0088094137217392	0.0199834483568196	0.00700864092025541	0.0219900592597616	0.00797517846355981	0.0199958570756156	0.0100953962478155	0.0158658298654908	0.00678430917732874	0.0256767795318009	0.00784738251428123	0.0201152906352027	0.00936379660783468	0.0195248087314543	0.00692876436642574	0.0226739946955361	0.00722665668425383	0.0223459722592488	0.00784578607894984	0.0247109598690211	0.00921022410088339	0.0182038284486437	0.00713833681382828	0.0233348135055737	0.00747990051184823	0.0228504471184881	0.00793328897333049	0.0205231954652815	0.00717214832678017	0.0240064612137635	0.0056404065562899	0.0255333494956597	0.00788276099497599	0.0210334182170761	0.00909069647042128	0.0197683338843658	0.00604462544590887	0.0215009396262166	0.00751169460102147	0.0209589651653359	0.00798230720161966	0.0214680527114773	0.0101702677988197	0.0174834505850815	0.00750775525176629	0.0216989327480359	0.0521241632506073	0.785590213557349	0.00838275115139869	0.023352726230248	0.0725487887498091	1.29615165388693	0.0680636389633379	1.17313640997429	0.00772332142324766	0.0215396665908997	0.00723166690001696	0.0222660233586605	0.00951590298345189	0.0173172084902272	0.00798342354724477	0.0239470168702528	0.00726454335698936	0.0231932838016782	0.162230208657591	4.04952178043256	0.16780875389812	4.86647223247324	0.00736755453028538	0.0230843032063106	0.00854918336690873	0.0211321429527697	0.00605676016273539	0.0274830295572667	0.00776684081186529	0.0229032382811977	
0.00852943420618015	0.02535612536649	0.00880200349065585	0.0258736560215531	0.0103411453053831	0.0231059017717756	0.00830610121859002	0.0258765027398345	0.00935329162469599	0.0245302223619853	0.0115681986039739	0.0171090006065238	0.00804536305513081	0.0298295466947654	0.00899109062986785	0.0244775116895529	0.0100709814241796	0.0235454426914319	0.00828500413614482	0.0276635451476059	0.00852116445691603	0.0261990945835155	0.00905723239166537	0.0292647641542107	0.0105344487108727	0.0227480930443595	0.00844504289635321	0.0279866222066872	0.00865697313660908	0.0278068801415552	0.00912623929888337	0.0258641937528122	0.00809210402114944	0.0285359224196691	0.00715951504474689	0.0298312328978624	0.0089721533930735	0.0251297284991097	0.0107236181978254	0.0228022079765446	0.00717204409513889	0.0250487775627813	0.00842728673375002	0.0259230443099977	0.00953145321557382	0.0255239334974595	0.0109808320302404	0.022260159619223	0.00895043912370307	0.0262674299194348	0.0615937566517183	0.984059876016961	0.0100576533527465	0.0272231614674616	0.0822929710846337	1.56134434742885	0.0794042466914451	1.46981327656292	0.00891418235015757	0.0250372838240336	0.00822850836148833	0.0264608385060539	0.0117851419230561	0.0190944156227608	0.00920414442956931	0.0267045955801033	0.00803986433187845	0.0256996237070442	0.180195424230944	4.87976880791298	0.186712963861629	5.86329095112478	0.0103845743924155	0.0481098554587433	0.0097658158684469	0.0261200044732585	0.00705940028415585	0.0328084009075738	0.00985380518748522	0.0579952529471993	
0.00976082027178299	0.0306012356321672	0.010189316844339	0.0316293029283691	0.0114061740814038	0.0275485994609898	0.00940614403168378	0.0303342907644237	0.0105225858020026	0.0299640800541564	0.0125202000588844	0.0240514761971424	0.00945815504411306	0.0354573577608562	0.010093780129029	0.029753280110676	0.0106872861245441	0.0291462690510027	0.00949084685117331	0.0314099073508705	0.00959673820157326	0.0297839969285274	0.0106634457644389	0.0333549835505158	0.0120467738399455	0.02666746750703	0.00946387506740354	0.032826807260474	0.0101596924820222	0.0322871472361258	0.0102139686026949	0.0306752895294391	0.00927763732134914	0.0330138612079137	0.00847087346271024	0.0357081590984099	0.0103605821567034	0.0288262231102447	0.0122077792615115	0.0264188780604859	0.00819357034152417	0.0302330503665045	0.00975101935694448	0.030839703312656	0.0108107115649295	0.0295309259470532	0.0120562703330809	0.0271994800455417	0.0101375447738082	0.0309380269612052	0.0705235559878052	1.18261912006246	0.0113645241918677	0.037048614162971	0.0912772828323667	1.82868839601595	0.0894391290111421	1.77022148686952	0.0101752154734721	0.0293975958490955	0.0101951230992691	0.0372313825715794	0.0149109822800279	0.0313925078085573	0.0110682703716496	0.0414552910888586	0.0101817819264081	0.0433138522343846	0.196788359986152	5.71308640577606	0.204368551907565	6.8612402953282	0.0308644553457151	0.383557067806683	0.0109835886955356	0.0310732942827856	0.00809744052097024	0.0365618162419157	0.0338153863385569	0.537416903111025	
0.0111191139036429	0.0355157955211535	0.0116376145291344	0.0369030904701258	0.0123126082295583	0.0331430539009827	0.01086711204418	0.036234059832816	0.0115364231200882	0.0347305860361574	0.0137022734681551	0.0267485362229167	0.0114257377733931	0.0410954606685033	0.0121114619813614	0.0368959764029064	0.0116321018597958	0.035186364959761	0.0107119187191421	0.0374788396972736	0.0104204711388161	0.0347503798231593	0.0114420712944712	0.0391955599780441	0.0127009897436606	0.0305965626486114	0.0104900968345377	0.038804344488637	0.0115192413117056	0.0382921493839884	0.0116531759536796	0.035902944773629	0.0109227832949471	0.0388607950031054	0.00939556519516837	0.0519943944570011	0.0121355364327822	0.0348938221374783	0.0132873161848194	0.0312992555022244	0.00914566763671154	0.0384908598697196	0.0112718558632345	0.0383210390270706	0.0121240076397126	0.0364949147243256	0.0136656269590232	0.0316894823709376	0.0117128059801539	0.0398691844728744	0.0788243101308488	1.3824744158243	0.0171324027411352	0.108903088687516	0.0994413730036329	2.09687971527506	0.0989636173355059	2.07003062395845	0.012019408511981	0.041114755597685	0.0187072754187567	0.155825582498587	0.0266324509478236	0.175628697277686	0.0220679783674442	0.211468826552165	0.0232965319698644	0.238217357033897	0.212524131860806	6.54605522335152	0.220867909932922	7.85953841981924	0.0719449600984354	1.25219233687449	0.0121891370104953	0.0332161837516815	0.0114669034051478	0.0682703361550466	0.0843669488194037	1.77859870483595	
