X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	X_Zr57Cu20Al10Ni8Ag5_Pd_[¦Ìm]	Y_Zr57Cu20Al10Ni8Ag5_Fn_[mN]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00114861861946781	0.00300565429191257	0.00210930843191102	0.00264534161201453	0.000442491723627506	0.00432197227772969	-0.00899574333452158	0.0175020587321091	0.00154794071904131	0.00246640945187595	0.000797049805085826	0.00349676685562813	0.00259778516466139	0.00186457500842556	0.00129758247958199	0.00266463108422823	0.00206687241783145	0.0018167083045448	0.000542898288316022	0.00297423670842678	0.00114877876638666	0.00367792182071226	0.00219192071306881	0.00188897402163113	0.000680018802344695	0.00283236281764647	0.000584385119524765	0.00419975165702651	0.0021081515457338	0.0028455195673774	0.00116064176410627	0.00328225617394078	0.00150232829943746	0.0015695167512909	0.000817961702583311	0.00356157380701949	0.000741688271776112	0.00459406715897734	0.00213454376455222	0.00267679557528666	-0.0058218337222371	0.0129498979037676	0.000631783666130811	0.00315153177817993	0.00374760180090676	0.0247223749364809	0.0017735907010971	0.00151345504578905	0.00018299293851812	0.00497617997109408	0.000827781664606018	0.00313263429816407	0.000969265856190166	0.00255498331768517	0.000792644510327364	0.00207497932172944	0.000719309072694849	0.00328611879775575	0.00730731434141225	0.0684206828980662	0.000956880994501049	0.00362181509522482	0.00159508671496428	0.010764906108137	0.00207065789340476	0.00261547744540558	0.0226444454791654	0.294848651357665	0.0138008079808887	0.171450569765662	0.0140756720098826	0.192221652433924	0.000321911235448275	0.0050463711308642	0.000954886867336219	0.00309945593301928	0.00149061030254788	0.00278891080083842	0.0242200591364452	0.382109818060323	0.00148636804453482	0.00428422915889352	0.000664013216954613	0.00372664344957209	0.000664015348082738	0.00370533217073237	
0.00172712292404463	0.00689639968172053	0.00305905074972795	0.00716808392612983	0.00155166686786018	0.00840591934412193	-0.00151192258200632	0.0125187847026782	0.00266056217658621	0.00619327481814472	0.00166433400464581	0.00723424784355178	0.00491319499436436	0.00350144347716252	0.003489211165815	0.00520013666430538	0.00282929320260001	0.0059956907415481	0.00180458236445919	0.00537249408755712	0.00159713020295645	0.00851992040684825	0.00343321940883749	0.00577846339931559	0.00183530583680142	0.00509223330851747	0.00225560472904644	0.00624258034257535	0.00277353119426201	0.00655026784253897	0.00255512560851059	0.005545098893356	0.00320702389590098	0.00309177979810092	0.00196844041734615	0.00615616925506421	0.00147860156384264	0.00918945945167222	0.00418679957112178	0.00514046381026166	-0.00449409086222377	0.016417713725424	0.0017817799523422	0.00602293920151899	0.00912012552800692	0.0756332156471498	0.00368558056577647	0.00374096116923469	0.00121197452804472	0.0083665977973058	0.00202977408264467	0.0067284414841323	0.00301578206796361	0.00557118047167994	0.00185367832158501	0.00554006302143148	0.000946690252583819	0.00775855332432667	0.0206170235728879	0.241861081457543	0.00316238431111845	0.00610895920632694	0.0104255975853574	0.0994464851887703	0.00337023553488364	0.00579212037110875	0.0438947182405185	0.66163023934407	0.0414995879771808	0.60682016220146	0.04315052750217	0.686608309608862	0.00065682798614147	0.0096405851732289	0.00250231809817605	0.00611327384898722	0.00258903575302377	0.00750416766832345	0.0710666470552602	1.37693317819052	0.0015481051504002	0.0099170424456064	0.00213725478345022	0.00739892094643324	0.00213726164213181	0.00733033413524084	
0.00293883565622671	0.0110597460865536	0.00423103066253263	0.0107556911082563	0.00361254399707772	0.011058357970331	0.00616293254015478	0.00713069278172652	0.00384852999947887	0.00906335437928226	0.00322450143988867	0.0102152802960674	0.00561768548776417	0.00718046578641165	0.00517141871845952	0.00877663527867207	0.00321561099727938	0.0104439727279659	0.0035863686414304	0.00905845038408323	0.00275180044193194	0.012400272091698	0.00430341407439594	0.00996986225739776	0.00354185428734219	0.00854958630362162	0.00328994805906307	0.0105852754561007	0.00377119846930926	0.00930815759956274	0.00390856983734795	0.00893148038227297	0.00373803689614601	0.00668458565169585	0.00349678053180045	0.00908726317486686	0.00268243901321539	0.0125248473940722	0.0066688536208889	0.00698417683020884	0.0027570883023493	0.011817613433629	0.0032650160449078	0.00979437344403654	0.014844350637425	0.136095947611944	0.00502842410823889	0.00854231534857365	0.00294404767024202	0.011235551404056	0.00319264922950403	0.0104142377095985	0.00466525725454527	0.00905324625564687	0.00336470587983915	0.00879272514867691	0.00534515895054056	0.00623546263737735	0.0341333104546442	0.455005214678574	0.00406691912692311	0.0102331063913755	0.0277371093821637	0.322650415137018	0.00396261244912959	0.00965471144426588	0.0610076331489993	1.04271868762686	0.0671677860047512	1.13903711145661	0.0705216311053884	1.29509114446151	0.00237012218291223	0.0138525786283598	0.00348300816991067	0.0103866763834651	0.00337118208676001	0.0122427585307689	0.11130394874057	2.59901239066419	0.00296535152903166	0.0142019555444832	0.00359652127696662	0.0121239858043163	0.00359653281845421	0.0120085709321433	
0.00513941185622342	0.0150695843449339	0.00587749324576817	0.0148052124375796	0.00446455193186837	0.0152181236946933	0.0051408485946489	0.0143446206956164	0.00531206054250179	0.0120751859589159	0.00443324262513505	0.0145355181674832	0.00650288854579915	0.0113545660560877	0.00611463685678095	0.0126028065477213	0.00476007484557739	0.0135730381690898	0.00472641870028629	0.0136214505697657	0.00446930749820913	0.0154109322422114	0.00635082150694225	0.0131687987161719	0.00443546150244973	0.0128103759661744	0.00382312368619122	0.0152891800112574	0.00500544831000097	0.0132003581808244	0.00469558007945879	0.0127794595142455	0.00496756557056628	0.0100399770196166	0.00452135876960796	0.0155839363161654	0.00386872499931862	0.0162971374710635	0.00832837335247524	0.010065210039424	0.00510559420049921	0.0144593643607315	0.00433642302416022	0.014119668105754	0.0202155879089891	0.199871342885598	0.00554263781079323	0.0141453144908838	0.00425010596243581	0.0155440531563976	0.00399645975983352	0.0145158548929648	0.00522074145617397	0.0134976083200862	0.00419695581479983	0.012717391051271	0.00692838328470558	0.00829491870427425	0.046708111020773	0.67656352681947	0.00417342285142232	0.0161258750793807	0.0441087530100766	0.597204209781564	0.00478447410392823	0.0151440246637489	0.0759321716448038	1.43422362916599	0.0881147960048385	1.69400161351628	0.0922883410393421	1.9294581099857	0.00457913413691937	0.0176331369212922	0.00373822901961537	0.0161320341772086	0.0046154097981265	0.0164006697955223	0.144077136322256	3.86775074549458	0.00421474527727311	0.0189954435045201	0.00473050559695234	0.0182272188322729	0.00473052077678272	0.0180754205357782	
0.00635268053448279	0.0195896272789026	0.0067956926898123	0.0187072828548761	0.0047044225267485	0.0221256667323443	0.00353688460999369	0.0218665708035043	0.0060914634947839	0.0169627502274464	0.00550143331897517	0.0191913522919556	0.00811718897049566	0.0141550529049405	0.00720663050441163	0.0156977259213836	0.00660247137321485	0.0159704660890915	0.00541195244059063	0.0181478526903871	0.00560968901076978	0.0189331322064719	0.00777680743864692	0.0164601780310328	0.00491343632258381	0.0170043177713219	0.00517226247460181	0.018528967332116	0.00619510730045955	0.0173486560870367	0.00567422869101337	0.0170038330106689	0.00717485665509325	0.0128393360950927	0.0053293301243383	0.0212783078393492	0.00470452850016269	0.0210659326511202	0.0091026270584285	0.0141492921657731	0.00414590858916432	0.0206938229160058	0.00502455508242093	0.0199477317057696	0.0247826608975227	0.265356384390569	0.00659279198846841	0.0172673695471793	0.00466326476099911	0.0221569706289978	0.00501077545585354	0.0190460550632805	0.00628123626849037	0.0178052078537265	0.00476466412765521	0.017702425862361	0.00567606301332048	0.0168505040346638	0.057797972860576	0.904555531415546	0.00642591062661595	0.0194319427329776	0.0578171998012898	0.882816382632697	0.00604017407380649	0.0205399255058391	0.0899144610834359	1.83040148150132	0.106302893794224	2.26448253100867	0.111547601047586	2.58174523439351	0.0052034582346239	0.0226207765250843	0.00452532335014892	0.0214128657550959	0.005962367038341	0.0209923081490139	0.172623292070563	5.1721471117069	0.00476868921724004	0.0252000015133991	0.00584335536131219	0.0242184894297803	0.00584337411363828	0.0240309661830968	
0.00661905563387523	0.0252055894485814	0.00752588428409885	0.02230755020265	0.0059046459685818	0.0274950785425035	0.00585149944419026	0.0246321839891687	0.00680722932017405	0.0215752905871814	0.00670509960198822	0.0242384037248245	0.00907433846584174	0.0173655963345474	0.00814845002868846	0.0198676170497798	0.00739128637205105	0.0199607720401842	0.0063264113224542	0.023075756685004	0.0063276998192444	0.0238332093025151	0.0083375344574217	0.02077231412403	0.00582947322396107	0.0220681839414384	0.00653978872408139	0.0220668215184399	0.00710233992057321	0.0217796012862728	0.00655599023091037	0.0214870632388371	0.00795991369238767	0.0180294692276484	0.00620958746767924	0.0248873463536104	0.00585225084497498	0.0262131230838767	0.0100488876100587	0.0171099082821931	0.00383877264123074	0.0270561491443183	0.00589960138272034	0.0256449917839891	0.0293433347046006	0.331168611141994	0.00766355079722138	0.0212531589477976	0.00523773647555964	0.0277200911590134	0.00589332406700874	0.0247535196715691	0.0077658229621466	0.0217130517431156	0.00564322311114387	0.0223789055155831	0.00827455793691452	0.0207124366336881	0.0671821197813525	1.13667102472254	0.00893385733358878	0.0215550743399106	0.0706315610715707	1.17577203363588	0.0071530294410174	0.0264751675943997	0.102822954653833	2.22795303456895	0.122618784066379	2.84191134740833	0.128908515289443	3.24315675846208	0.00542290773502538	0.0291029559595038	0.0058979258409989	0.0264842516270496	0.00671516433886419	0.025909189068369	0.198268783434154	6.49076989523204	0.0055029503324806	0.0313060576127759	0.00646474196429297	0.026748761777592	0.006464762710959	0.0265412951320353	
0.00732289334945718	0.0285911796771454	0.008734850052691	0.0266556913701908	0.00768965232546836	0.0308125503496243	0.00758073712823487	0.0285708779373767	0.00793607582272326	0.0267607525551707	0.00720399060079112	0.0307280773952306	0.00965050479259073	0.0218987523625033	0.0091112974270443	0.0252162860152609	0.00759514422902736	0.0254715493336096	0.00745780065614493	0.0278440116252335	0.00677144164033985	0.0292966273900792	0.00940457365802481	0.0255743968085905	0.00712911546793827	0.026872538543656	0.00686874509977549	0.0271476297550564	0.00779444150084864	0.0265659697221225	0.00714268832606868	0.0275681628047826	0.00840935471398049	0.0233443013538519	0.00693788487662608	0.0292395729711575	0.00733270596139255	0.0327832142719939	0.0112996375182249	0.0197104809291339	0.00600618287920362	0.0307600406755115	0.00690308028308698	0.0294037840507524	0.0342081862593216	0.397463146548839	0.008091846659935	0.0265620611688272	0.00649362175025644	0.0312629439279808	0.00666596845773228	0.0312883333808696	0.00915894386925294	0.0262365834985946	0.00660287863929084	0.0278139619217142	0.0101129604207403	0.0243967776677006	0.0760069620810435	1.36844029887886	0.00855347396692011	0.0282483511225638	0.0828052813387112	1.47229499917636	0.00806066703765835	0.0314038210126153	0.114200730188208	2.62816281496891	0.137429593197434	3.4248354323985	0.144352027886361	3.90871010665389	0.00598386169928324	0.0356931105997892	0.00649950163533712	0.0315812488685886	0.00699176488285164	0.029315122873456	0.222416955310639	7.81912593052218	0.00653536520448872	0.0344697020408187	0.00936527993937387	0.0615349097519364	0.00936531000144865	0.0612342890254699	
0.00883826456601277	0.0338819938684053	0.00955311219266025	0.0317603647466483	0.0088012532251803	0.0356500469372003	0.00795902484264934	0.0337391759221694	0.00896030517799993	0.0321987775518674	0.00794895916189448	0.0366253026070628	0.0105918152417585	0.0266119210302523	0.0102228181231468	0.0308558186485113	0.00836744013266797	0.0309437604155328	0.00846404721474107	0.0334847993611127	0.00757174946500095	0.0343192497964187	0.0109202328864516	0.0302588290831071	0.00848761523859197	0.0319994472455263	0.00771872952990109	0.0333525479238201	0.00842778688743579	0.0322901908600007	0.0077382245698914	0.0339435093586273	0.00924559082380198	0.0283344802667308	0.00844454048910791	0.0330106943475125	0.00989800374510672	0.0480196617829471	0.0123532857868317	0.0242714147429521	0.00865234843620424	0.033126622174673	0.00800222457161724	0.0360256072950494	0.0383233750317135	0.46387540694429	0.00899862917512159	0.0309465821227111	0.00817703574198507	0.0364174721636427	0.00724856591048067	0.0374485953618974	0.0102803198019485	0.0310944309386509	0.00774551149066464	0.0338338779629881	0.0102325122903199	0.0294110909308394	0.0850168087875769	1.60098722734805	0.00860810697763736	0.0344362762931268	0.0935519236840477	1.77189901247798	0.00932206864584351	0.0366267577985165	0.124585481013816	3.02921125130749	0.151116625159874	4.00872413469951	0.158614420895935	4.57339685923118	0.00702210410694733	0.0396985541799792	0.00719759218985459	0.0355950306958085	0.00991601046867533	0.0543988400377884	0.245040688194856	9.14874064821212	0.00944595046652159	0.066553661349009	0.0383938672780387	0.536570911188501	0.0383939906120704	0.535337570947859	
0.0106571168863686	0.0420740814686025	0.0103307881947596	0.0380012734380411	0.00932601545367528	0.0426334143171631	0.00852602449796731	0.0389895758087809	0.00969376520193609	0.0394945363381679	0.00967225220010512	0.0408932991052901	0.0115760222523873	0.0320957227121043	0.011790766717409	0.0356060474046078	0.00983348200229651	0.0361271669255937	0.0096502235780797	0.0406270536389391	0.00886536799494812	0.0402435888630124	0.0119436818439759	0.0366796212660515	0.00987098108739917	0.0385766179400659	0.00961329435216238	0.0393002209853742	0.00930887901885518	0.0389200322092076	0.00874341431783408	0.0387837198782645	0.0104773176596068	0.034719361962576	0.0103484263296897	0.0389713913725773	0.0129915562859147	0.0739677153770663	0.0134980103705238	0.0298376384687428	0.00884093402864163	0.039019681900969	0.010644243916133	0.0593906815069031	0.0418368864970554	0.530753270397273	0.010160006728718	0.0359658903305147	0.00956151722319573	0.0454807392314377	0.00814912763031715	0.0449239138596509	0.0117798130504964	0.0405508252536253	0.0092268477666571	0.0429610570394305	0.0119744424124218	0.0383021360900868	0.0937692589118772	1.83362996562256	0.0118011669684209	0.0430166380770052	0.103490052909389	2.07122630657275	0.0111712062121555	0.0489208482078153	0.134718971447703	3.43038448486514	0.164100306322547	4.59117929879562	0.171716607518786	5.23954252855231	0.00965745913957376	0.0592209079579764	0.0100303538352531	0.0592022378516252	0.032727816745277	0.387763295065679	0.265456118950025	10.478845241553	0.0346721724225151	0.498342653349531	0.0946885908704373	1.77845842256082	0.0946888951837308	1.77541528981302	
