X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	X_Cu45Zr46.5Y2.25Al6.25_Pd_[¦Ìm]	Y_Cu45Zr46.5Y2.25Al6.25_Fn_[mN]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.000623621325510035	0.00292041463352167	0.00069051450637803	0.00474095009158975	0.00226767451576348	0.00150528823850239	0.000802239654896674	0.00389421420243576	0.000805061998317923	0.00295562117175508	0.00302680747663791	-9.10149494728423E-5	0.00160088894594118	0.00276480555440757	0.000632835545867922	0.00400141815683122	0.000211611605282646	0.00528034408875038	0.00166322102142091	0.00244792306344577	0.000608328072561896	0.00351258114875142	0.00203281430444031	0.00133732822192485	-9.52977239375009E-6	0.00434825326275752	0.00277996017095172	0.00137765703407535	0.000958932028022397	0.00357511072551771	0.00189695976320108	0.00246189472039078	0.00219257351080507	0.00218220692298603	0.00112563022881454	0.00324214802793182	0.00159658016148466	0.00265165168595571	0.0018613650545968	0.00143230947760373	0.000293729848548982	0.00491688187148226	0.00096086669260216	0.0069658323229454	0.000568904565414076	0.00893866629957037	0.00244615663922413	0.00156741036166164	0.00146511304907406	0.00310292838362572	0.00112598006918381	0.0111124276551569	0.00185186118254618	0.00324782270616716	0.000782958035864735	0.00344277993481615	0.000828649978389632	0.00354444347512525	0.00136930601247165	0.00393011832307229	0.0126587273786967	0.169003108725503	0.00190578891991827	0.00284606117144658	0.000852003864074384	0.00420047288629076	0.000555016606844683	0.00457283637041491	0.00208256832027401	0.00174552033862887	0.000731392918554562	0.00522944512967793	0.00240530000653351	0.00313485710310963	0.00217658022560354	0.00295348567829675	
0.00153437598678597	0.00623699968335034	0.001439471916623	0.00940320888633034	0.0030246946980606	0.00512061317984362	0.0012261970765346	0.00711279210785646	0.00147786599163125	0.00745023463507	0.00506435979228079	0.00388840980752474	0.00329875078491456	0.0066862773117608	0.00139139861444353	0.00810403760331132	0.000448020814683577	0.0104219538622818	0.00455581131667964	0.00302403335997304	0.00167998091606376	0.00765297008941278	0.00337223145120906	0.00402285130795518	0.00153914938276967	0.00625151180749622	0.0041120811882227	0.00426489875942018	0.00269628691992452	0.00592251280131922	0.00266872501615598	0.00641940247510604	0.00290132224985982	0.00647977109256356	0.00185599879164793	0.0073464666378078	0.00213441353463809	0.00625283125687214	0.00456882263568294	0.00251383868882593	0.00158729801159526	0.00907115329597954	0.00388117118103315	0.0305332618203747	0.00401155848947991	0.0386062874748179	0.00401905914473103	0.00452699874911743	0.00337157739936768	0.00601589607488299	0.00904376344932485	0.0911946074097185	0.00338860077081176	0.00631243862730044	0.00132054977323767	0.00718658054637491	0.00163210605917094	0.00664308268194113	0.00205833303880695	0.00762971158250906	0.0399246603804034	0.599100382453418	0.00299478311404123	0.00637693771474988	0.00138452116037346	0.00866647546663624	0.00118511689595702	0.00864198095649152	0.00275060404967717	0.00617430094057755	0.0013489427897477	0.00974724706880785	0.00341689152144281	0.00762202726213877	0.00364776565594881	0.00672349383318966	
0.00357410790539472	0.0111577623259082	0.00213972061148615	0.0145729547866195	0.00383921021970855	0.00903794491751102	0.00288399453674534	0.00922664505028269	0.00321422472362352	0.010664288714059	0.00598863398355568	0.00843390040204029	0.00556263350611441	0.00972972292572645	0.00337331861169302	0.0113411400959379	0.00218530091847127	0.0135172370338076	0.00566672401557617	0.00564859120004983	0.00331464665449559	0.0114366279401416	0.00435028194994343	0.00740714277814675	0.00411878581680728	0.00770445226193504	0.00478167781335501	0.00900087937219548	0.00421075411211642	0.00888488697091422	0.00398907563818508	0.00877628512322852	0.00449786819597111	0.00947357648806423	0.00343129062823479	0.0114238485170071	0.00286662580160278	0.0101100026513588	0.0058214067402821	0.00496234110036921	0.00396541190470453	0.011218733483577	0.00958170364965214	0.080085095594437	0.0106668466730123	0.101664047807114	0.00506254381893337	0.00840572243852835	0.00462821879631208	0.00881873669591213	0.0255403611533719	0.287182077047149	0.00514553466625603	0.00841116667355457	0.00274677601345228	0.0103486115308934	0.00326144184340781	0.00915660031915259	0.0032516995280388	0.0110828099616004	0.0664046407496119	1.13073414918157	0.00320374258829359	0.0108937510331859	0.00289086329495239	0.011024902436689	0.00294014314663094	0.011627262568052	0.00342270064564882	0.0109216775214248	0.00354083739677143	0.0118972815277415	0.00405964716742669	0.0124668616526202	0.00389429260939692	0.0130058172733554	
0.00536995244754938	0.0175064825141285	0.00345335861616566	0.0249388546741041	0.00599849997546347	0.0120921353013731	0.00470287791216746	0.0125607087684598	0.00460697780196886	0.0143186346142317	0.00731603220401255	0.0108006383342831	0.00738045398363505	0.0123240819051599	0.00488462290080743	0.0163739670323466	0.00436105383986239	0.0156488178461187	0.0056747151954734	0.00986505209294366	0.00456774450873127	0.015568844161801	0.00587104673166655	0.0110582508773349	0.00530684315371344	0.0119531283651302	0.00601722847412619	0.0135272996827101	0.00519692932685749	0.0128765417025856	0.00573030116110461	0.0110709019480357	0.00568458360045356	0.0134991562799951	0.00515070760256123	0.0157989589296587	0.00468511788548254	0.0128095083082701	0.00628670379377644	0.00860469076599532	0.00458001198039202	0.0156759126014923	0.0152051779108925	0.140790924567532	0.0173577529326921	0.176886401061242	0.00600302188636162	0.0123477615080906	0.00525305113493708	0.0132714406453599	0.0417491567335801	0.530388515745463	0.00627306886908346	0.0130772053280962	0.00458632414437366	0.0139451654119763	0.00489925684786029	0.0132799125881046	0.00518727213355481	0.013951530737718	0.0881526645547142	1.68593520716397	0.00495462772913532	0.0143628692511934	0.0051677883672063	0.0132478328925073	0.00490472694882151	0.0154223218438207	0.00560520557295819	0.0137453019143917	0.00533212019689134	0.0161149502295419	0.00598884708106689	0.0153978718989143	0.00422495119319483	0.019254438479453	
0.00617356834673756	0.0235544109908864	0.00893883453254753	0.0877436554380214	0.00778774153441006	0.0162585849019812	0.0055415853821254	0.0178483906601156	0.00513077642464671	0.0195693764708348	0.00916939413822373	0.0126833650371045	0.00833640011325867	0.0161995987164047	0.00545686734978562	0.0214723758095958	0.00543802124854812	0.0189395004880712	0.00652052583762443	0.0146068516525445	0.00534869346249356	0.0209125509244249	0.00771199396166604	0.0143062345640567	0.00547687551184659	0.01693211685573	0.00737124372466476	0.0180246743718084	0.00590113879785291	0.0170920512640666	0.00688815931089486	0.0149044601327018	0.00663256551323646	0.0174360548857471	0.00594666100777723	0.0211647773264219	0.00628626384498704	0.0152779150104163	0.00695117348502911	0.014587801377426	0.00452303708400748	0.0215381595582504	0.0204908533011092	0.20298637482414	0.0232973196466859	0.255351692125726	0.00704980688710826	0.0150555344714483	0.00642410329838496	0.0193153309658339	0.0551184873882448	0.785188231924921	0.00694771582735886	0.0173320632664857	0.00571439313427183	0.0178108069302183	0.00569442412860144	0.0174120287653515	0.00663658478451893	0.0181706036992713	0.106874735843834	2.25768877689412	0.00638956485260032	0.0190918012803648	0.00601746797618156	0.0179534891343765	0.0056882057184923	0.0204789739023054	0.00710725677172969	0.0180858251546723	0.00609930724758917	0.0226534819530066	0.0079716827463067	0.0185732415320954	0.00542150908133244	0.0248995990656507	
0.00686226960243742	0.0282379737885095	0.0208255827849896	0.23673809631563	0.00845374592958345	0.0205370769685684	0.00640712775344257	0.0230879966641191	0.00571272414529258	0.0254057492140511	0.0102614026037035	0.0179038425494489	0.00893208372869439	0.0211012292293248	0.00627685618727997	0.0252262313393524	0.00568050412651892	0.0247353170454724	0.00908892757798538	0.016993627571105	0.00606388386240609	0.0267318724617823	0.00859357462925986	0.0183244510872317	0.00624467884688954	0.0218552787451971	0.00819294611384465	0.0228329070592502	0.00670303078657414	0.0221891903867724	0.00776788494798779	0.0192830875611981	0.0080739650173074	0.0212058102011249	0.00660594069878812	0.0267519448952102	0.00712435673863332	0.0198901497799459	0.00814445336198753	0.0189070224338135	0.00569735101815376	0.0267966575853019	0.0253064355821206	0.268572770413862	0.0290287886580257	0.336598610757823	0.00822664178268886	0.017841785909905	0.00754290484447393	0.0249059400624103	0.0668386408333405	1.04489479547866	0.00795959901212744	0.0211762716336037	0.006743528361646	0.0219385829989546	0.00661236934631998	0.0215826256616028	0.00722613191222073	0.0230462190269775	0.12323833106317	2.83782657770402	0.00676658857182833	0.0255313672520514	0.00611329004990708	0.0237971378348614	0.00647479935581949	0.0262192639918113	0.00780472626468999	0.023762748932326	0.00696119957473335	0.0280137415184166	0.00868070767579945	0.0246563747280975	0.00700968155526505	0.0297736027688219	
0.00776760416785687	0.0334595717982732	0.0340526298676156	0.415981012589152	0.00908617380463721	0.0240677297761857	0.00707364716199557	0.0290375651125416	0.00706564642512298	0.029464147211242	0.0111538474933072	0.0246929400513508	0.0101487275330686	0.0259760623916246	0.00739960845467335	0.0299631523696047	0.00637790000606863	0.0311483748858402	0.0110964350293025	0.0190147066013887	0.00722148076366182	0.0309041792079917	0.00937232744544244	0.0228921660932242	0.00790362228734161	0.0261517497021951	0.00902229493532075	0.0284838665833909	0.00768527812806477	0.0268060526651249	0.00832881312989251	0.0238573291008605	0.00876561127906843	0.0259978902634304	0.0074068978084437	0.0321029276151027	0.00783680467513653	0.0258492642843048	0.00929097027780039	0.0224660823975967	0.00740566426586038	0.0307959329727175	0.0302765918271852	0.334560522358435	0.0348728880790698	0.419314865304569	0.00944078696791469	0.0226917061945172	0.00811253841501016	0.028828292210593	0.0778307084590554	1.3095019199796	0.00885537372737266	0.0264994274549225	0.00763981267332277	0.0267132480575377	0.00759954611982001	0.0269273765240948	0.00807645558314475	0.0281324660416522	0.138708552198898	3.4181934838564	0.00787658543502074	0.0304930717061596	0.00704039598168163	0.0295838012380187	0.00747248998195918	0.0310173794606711	0.0086577607031355	0.0267524252220768	0.00810141697952541	0.0309032824462583	0.00928720283131494	0.0283082322508843	0.00761898617666583	0.0326156426096356	
0.00894538730807064	0.0381320605889334	0.0456925855278914	0.60455051282402	0.00986305649980051	0.0291467608602393	0.00794142386857895	0.0346711860305113	0.00840212876853937	0.0342128625682266	0.0119998308354054	0.0299814768679856	0.0117477398811154	0.029316952776709	0.00835007630697243	0.0363254967878104	0.00786646551058836	0.0361953717490295	0.0117913753982981	0.0249717656478192	0.00826259191189007	0.0357807949798223	0.0105557327537703	0.0281863927084431	0.0093644939544278	0.0307412361913245	0.0101781201485304	0.034456896356026	0.00875500593307377	0.0320069323865664	0.00914961607901451	0.0285650153348075	0.00942670140805414	0.0316705721579965	0.00825231823007387	0.0361994589043383	0.00845808159305217	0.0317501238367927	0.0101644494054021	0.0279189121483457	0.00848354622112664	0.0363098334708004	0.0348774524071859	0.400956426401946	0.0400338985921627	0.502614971766375	0.0102380197582384	0.0289060940216661	0.00905366722571699	0.0330841087563526	0.0880506487628768	1.5760459625131	0.00958160216101399	0.0310777762724631	0.00830524289030039	0.0321860484919996	0.00878247544991497	0.0324339119344326	0.00900583383541666	0.0316595554491972	0.152945115285398	4.00011895826336	0.00957878550079546	0.0342332739021017	0.00825408399629792	0.0344579540983139	0.00798897790976606	0.0343417570607345	0.0113043556394713	0.0521100530737427	0.0105726142785657	0.0594599777239292	0.0123861380233463	0.0595469290512676	0.0104408821382984	0.0671090060634918	
0.0104276804819959	0.0467852074113483	0.0554972814436323	0.801209276830966	0.0108933226669196	0.035607559894225	0.00894093248258867	0.0417530535009869	0.00926752271614011	0.0409367056473652	0.0126819366719797	0.0346808648726678	0.0132244176870388	0.0350066240314973	0.00926550943301299	0.0428796427155735	0.0088320672750905	0.0435589570089878	0.0120635384062982	0.0318257974303647	0.00965443523686823	0.0417114641292396	0.0119693754437163	0.0344021411396012	0.0100641259518529	0.0375304828503504	0.0116897981399203	0.0425739106291258	0.010215329945558	0.0375254913162905	0.0107372088959546	0.034688115364086	0.0107131706751655	0.0363279633373244	0.0092630379615654	0.0425832528445719	0.00947644586290728	0.0389955839304954	0.0104569274571847	0.0339850778119974	0.00944581307191277	0.0429165045340855	0.038960038323559	0.468252890228506	0.0441126071245016	0.585947907347378	0.0110734571934625	0.0373355451758366	0.0109205937342822	0.042566507342605	0.0975162513477142	1.84170862468692	0.0110487465343025	0.0434260398216052	0.0101474462499833	0.0433363656946327	0.0108476191671396	0.0447164153817811	0.0107170819775935	0.0449634104841888	0.165878211225744	4.58365678480105	0.011466531528745	0.0515254703797235	0.00912888727524923	0.0380379542671161	0.00995494937384105	0.0583662476418622	0.0340376777829042	0.38360292088939	0.0339710751415088	0.437994142999918	0.0385217663300072	0.485398245155522	0.0388063533783086	0.538542128083623	
