X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	X_Cu42Zr44.4Y3.6Al10_Pd_[¦Ìm]	Y_Cu42Zr44.4Y3.6Al10_Fn_[mN]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.000426783606400609	0.00224157145834049	0.00245051082747625	0.00122652630666006	0.000986516944235366	0.00284809662049247	0.00136244287258291	0.00207567775678381	0.00266347673695349	0.00205877576489228	0.00287941364339768	0.000465896824306587	0.00254900588213319	0.000803996916158271	0.00209060433828859	0.000966126844600687	0.00146804348776092	0.00108338276133638	0.000419816789290923	0.00369763966491015	0.00182465180511084	0.00249318588411903	0.0028019938458116	0.00159337416042729	0.00120121248449502	0.00230019566504287	0.00047569985482842	0.00420622725899556	-0.00182344372421515	0.00588963547890642	0.000887312102039357	0.00354729110290124	0.00372248119814037	0.00080625610089017	0.00144044376647418	0.00195844759011564	-0.00100822700388295	0.00506871741462537	0.00151630005112169	0.0028236789626464	0.00550842264191803	0.0152364891487556	0.00302636570101866	0.0225166339297096	0.000572412269261693	0.00342020605001668	0.00114968789674459	0.00595530190275014	0.000351283782373925	0.00463294396290542	0.00128992948059549	0.0041613077725559	0.00222767247940518	0.00134798204235538	0.00306823188103886	0.00175876803782566	0.00210848836595768	0.00175105415887897	0.00154499903218125	0.00232470017962883	0.0012109036478771	0.00315924247389532	0.00132080971458309	0.00231343063131444	0.00322776147746448	0.000352272747116247	0.00172149943316662	0.00174041625460495	0.000744379699938707	0.00269089001401058	0.00168279082251376	0.00229127352244225	0.0177672922787828	0.237883733986346	0.0191202092296485	0.287470154023284	0.000158780099114515	0.00381474074018022	0.00230291416009177	0.00153804277913628	0.00237455851401125	0.00132158305039561	2.39480003633275E-5	0.00380982946902392	
0.00152201129573642	0.00482838845331775	0.00334151990498022	0.00418385096191065	0.00499407373737166	0.00189056336354699	0.00185864569634347	0.00588852413327706	0.00407004234629601	0.00401201740758225	0.00378665908693502	0.00249487117772137	0.00443791528202133	0.00191500148502288	0.00372889837601473	0.00257284329166926	0.00275893163966959	0.00247918785182891	0.000425591945961162	0.0073369652607965	0.00257528938795122	0.00626987609626848	0.00389375723043776	0.00471718681515052	0.00300650000821376	0.00516857083319024	0.00124379724242502	0.00846260041548626	0.00231500116762521	0.00572348899467807	0.00254952016172563	0.00702988439377015	0.0102915766097538	-0.0018928584733179	0.00532611405613702	0.00114304561093885	0.000555946290418588	0.00664468430203488	0.00228773102130042	0.00557654103319757	0.014114050256954	0.0517290237255597	0.00783962883749624	0.0680934776427295	0.00187755766638041	0.00548897488747005	0.00453122163647409	0.0351895779770161	0.00142441126212751	0.00766939101547334	0.0020845941140583	0.00877242318153455	0.00500473692108301	0.00212435396775412	0.00536792192660549	0.00370564139891629	0.00333420506956359	0.00457262877825909	0.00282596177052103	0.00520396017985002	0.00167342884036435	0.00723536106501388	0.0024651496140328	0.00490528668144753	0.00772307606988741	-0.00101790278389767	0.00338964249149572	0.00499017891287885	0.00161876080536404	0.00594515194236045	0.00305195500538067	0.00536595118298334	0.0536120337984568	0.85897766543053	0.0585908141704973	1.0297180290072	0.00249022674225413	0.00424504812900214	0.00465593237688343	0.00225760584917115	0.00492960673225781	0.00309311129828107	0.000239103427021328	0.0100317479119458	
0.00386987763430057	0.00704452498403655	0.00454724487573422	0.00683391921766579	0.00825822513672578	0.0021414988515629	0.00251885844852467	0.00896629043767866	0.00488762962664571	0.0067703400840635	0.00499892723316387	0.00565155069566883	0.00581871800422654	0.00456486055700654	0.00509121855698199	0.00587543713041775	0.00420434387602859	0.00704888191819845	0.00248515306856162	0.00950704952947839	0.00360996502959882	0.00956319172525752	0.00559230802329348	0.00629659341135876	0.00444207663233179	0.00804996996484839	0.00327223726914819	0.0103417073295665	0.00635203293925425	0.00560194958547416	0.00503770677275671	0.00893887730233116	0.010578153525205	0.00179377812521282	0.00879730875569142	0.00233516755365436	0.00371187870922977	0.00678672735882169	0.00286404595566601	0.00862362098781888	0.0215856230988897	0.096465276095339	0.0123944441657389	0.122004653920548	0.00415957115316204	0.00684996884253199	0.0107807107307982	0.097618113524724	0.00347379309767439	0.00931419164187505	0.00262457472674056	0.0136385749899446	0.00712861866339452	0.00455574423729632	0.00635986615966092	0.00685053204709931	0.00459133225617555	0.00706504625307846	0.00450649147023848	0.0073690940691053	0.00284405224400071	0.0107456393732898	0.00411509162314626	0.00826660067858488	0.00897936114790816	0.000800653613793352	0.0060091914389631	0.00749565479831919	0.00300853132306555	0.00986652638378521	0.00543282173882497	0.00726996915576195	0.0854417334608134	1.621818129299	0.0939695557899174	1.94523636529264	0.00563202513260762	0.00475569663798387	0.00772810555995348	0.00325687854448258	0.00731004963989648	0.00468791382006965	0.00142718869241775	0.01400113912387	
0.00587078895408502	0.00908855329304005	0.00683734056153171	0.00922744631507689	0.00900343993201769	0.00557638232637965	0.00524031206180244	0.0110591767997408	0.00633179518723776	0.0101643713325537	0.00747525121245499	0.00795254944449521	0.007762290001692	0.00702044847195257	0.0071689582893812	0.00815836422037827	0.0060538291938347	0.0113179843619306	0.00595222959574087	0.0109536335257484	0.00546686842541	0.0124110905306618	0.00788683419649187	0.00758624501378648	0.00534016622333248	0.010687999239808	0.0058684112677612	0.0124017854908099	0.00684578802628723	0.00888105890789628	0.0068382981711399	0.0110200339117816	0.00981436345103806	0.00676021558952425	0.0107809657546773	0.00411841009274226	0.00553055229642006	0.00994493664678487	0.00399254479586244	0.0127382330308669	0.027329189537978	0.14541365288748	0.0165149533031729	0.17841426295717	0.00558627815770021	0.00975183012607924	0.0175745371326834	0.171368060410236	0.00542922258342215	0.0114292082827169	0.00344496508850196	0.017924661336931	0.00942023586889367	0.00765023160099582	0.00717216575039575	0.0101898053506808	0.00570739518419038	0.010483258349743	0.0063753546311851	0.0111273897517851	0.00414379593410983	0.0145355327193978	0.00581413502925432	0.0117410849150779	0.00878981789937316	0.00448415427474131	0.00856831202179177	0.00947079889137694	0.00392932783087282	0.0150828002118177	0.00707968801692996	0.0095562786563577	0.110713453049029	2.41262853706111	0.122480293169322	2.89668430989292	0.0069463702399596	0.00805057023132305	0.0105724886574002	0.00614651042179015	0.00970548038361256	0.0064709817361831	0.0031943035014103	0.0166088858646777	
0.00713646264470726	0.0125179275039625	0.00967570829211204	0.0108798544095502	0.00984956614195642	0.0094362408228351	0.00910694377658653	0.011909372406576	0.00814228466968951	0.0133091046381608	0.0103833266631348	0.00829120523758329	0.0102571214541972	0.00841939271168088	0.0104529608267782	0.00998675407431779	0.0076460566695525	0.0142954952511282	0.00827233433924149	0.0133898359315292	0.00770542639790816	0.0140435061135503	0.00948616237485193	0.0100425690793935	0.00704836605541384	0.0135476941909339	0.0084578157768696	0.0184921291604651	0.00738226895143916	0.0123642979399728	0.00829315989740286	0.0143180361667463	0.0114056720264213	0.00983178277833301	0.0122607072790082	0.0064557386057054	0.00653420806221956	0.0142088113152195	0.00519596355152428	0.0179868212041185	0.0318859300220404	0.195989428489973	0.0203962150900382	0.235326305947018	0.0068163567521485	0.0121554947920153	0.0244857058500677	0.249490493816309	0.00627386217555365	0.0142390875965956	0.00463586834993488	0.0209989333628543	0.0111985658461663	0.0095193968289632	0.00829530233496425	0.0133572914841614	0.00650475874962436	0.0131161585295756	0.00824472612927725	0.0143497875347718	0.00517367396236224	0.0180565103228371	0.00713665662096125	0.0151256383197312	0.0112420372777693	0.00681506539339355	0.0107973000152546	0.0113060608869567	0.00469958785899485	0.0204501356456714	0.00838563091098145	0.0127450251369772	0.132859572997286	3.22738720520004	0.147639773148031	3.87311125608052	0.00860641010647514	0.0104777277127243	0.0132510580427841	0.00734542810859454	0.0122573388074811	0.00830813911863128	0.00450121001965063	0.0215300741507357	
0.00903852705025203	0.0162293441939607	0.0111913794090927	0.0131716645338411	0.0119882138047739	0.0120013154385045	0.0111356189970036	0.0137102791509227	0.00977139275192259	0.0158259055510897	0.0120650476246556	0.00991240493234233	0.0122948822980718	0.0103135352777699	0.0130961032743163	0.0107521156573798	0.0088413616006796	0.0188278054490517	0.00922735409798668	0.017434114478893	0.00971173883120909	0.0166460814677294	0.0108927712594056	0.0138367952580549	0.00977911898292107	0.0158706454123343	0.0116342932985022	0.0291881355912472	0.0096153016850376	0.0146794202313522	0.0104774127833107	0.0178519686121024	0.0126828744818247	0.0139340839016826	0.0134679714244834	0.00963021693412115	0.00784910452054271	0.0165376487860502	0.00600824976377094	0.0237336159994226	0.0363666829075202	0.244739375375485	0.0247848767865644	0.295493437595861	0.00929115839314796	0.0137637191812278	0.0313451184674602	0.331309419105034	0.00744290541002908	0.0176349002040615	0.00601978617635161	0.0288775381631235	0.0123242712298606	0.0120099961102732	0.00938259110973622	0.0180262041418241	0.00723101880412292	0.0173782987916963	0.0100281438214691	0.0176377489687058	0.00609208106041756	0.0221557773720057	0.00836142180413611	0.0183674701845823	0.0164625157592043	0.00702626460502903	0.0126470213571251	0.0132149228282868	0.00577385491314553	0.0257332591500983	0.011076433666976	0.014392021738232	0.152764862623431	4.05414200602216	0.169751623003851	4.86231431757051	0.0113633944059341	0.0119666868841266	0.0160544176729269	0.00892337951334905	0.0143585355187009	0.0102161643248756	0.0047378792095659	0.0286193521836894	
0.0113787176867975	0.0178954510969815	0.0124718742058588	0.0161828667431709	0.0139954841089851	0.0141201287647986	0.012202834220304	0.0167521349682252	0.0116624564358987	0.0181314367665471	0.0128832220136668	0.0136208512127857	0.01368022560101	0.0130323222214429	0.0148398803950879	0.0125418583547926	0.00985854148687952	0.0242746816477657	0.0106778804180604	0.0208851801942659	0.0112727725145005	0.0200595804493864	0.0131281914728079	0.0172882238049531	0.0113868441225225	0.0184856171787097	0.0147905443673168	0.0443335717907062	0.0125480081489621	0.0165452503424065	0.0123980150230546	0.020357720983919	0.0132289899832354	0.0188422409482726	0.0151413310694038	0.013010059156443	0.0105610926952902	0.0177879765679251	0.00660871614191746	0.0285560913732176	0.0406297197793095	0.294683379608346	0.0292462650061953	0.355991101431501	0.0121548644960245	0.0166909213733864	0.0371058093544658	0.41364962307631	0.00939860363515694	0.0216099964486053	0.0105046201939487	0.0731959523158499	0.014626494252876	0.0136381993686506	0.0103532459023985	0.0226079799352382	0.00825734064487075	0.0223550999476422	0.0111443137795577	0.0222593970079517	0.00692779597483942	0.0278104367204176	0.00948568780177511	0.0216095094142156	0.018014638807285	0.0108703820226812	0.0146626959151794	0.0154194578451409	0.00655050438440198	0.0285970559221345	0.0141449174407588	0.0159055991110526	0.170089064213508	4.88486493931561	0.189829440515529	5.86008671049315	0.0144303959641915	0.014659998882413	0.0183977041894262	0.0114630014662509	0.0168995019351294	0.0118340316312056	0.00507360920641388	0.0319023150349799	
0.0128210890947358	0.0210411148156243	0.0158246676030175	0.0167711606301445	0.0162892817810175	0.0158735817158395	0.0134570830429983	0.0207433504139765	0.0141824516198718	0.0202778466618927	0.0152577873228771	0.0148744822792606	0.0163164215924778	0.0150501416228703	0.0160860455184384	0.0177892805558919	0.0105613034106505	0.0293232428417677	0.0126948673408818	0.0236084880653564	0.0124177013832568	0.0235829536617565	0.0161886512086446	0.0194613939890116	0.0122339657707325	0.0214860400573462	0.0176931912670979	0.0603042106837828	0.0140904146112822	0.0197845447171603	0.0137692468617318	0.0232194713929733	0.0137054523020331	0.0245187754622125	0.0181624317279776	0.0154175424493899	0.0139315016474461	0.0195721877188244	0.00776011395055255	0.0333284317634534	0.0441037238162704	0.34508917429713	0.0330827165768833	0.417626637672462	0.0141410436981726	0.0205369732861774	0.0415387809664667	0.499107371010374	0.0102687316518968	0.0264678834516792	0.0191002195878804	0.173590905828304	0.018156016992665	0.0136265296426865	0.011346231909977	0.0267038090945973	0.00913723582523673	0.0273120313737822	0.0116784768470878	0.0261838446318278	0.00794932599749241	0.0329569468511694	0.0103102058879709	0.025545613121636	0.017824067834826	0.0157361748080748	0.0163667816661564	0.0184927021421	0.00806091378200976	0.044852533990362	0.0158799460474792	0.0187784853727065	0.185771072811945	5.71659090697427	0.208633957106172	6.85794245678227	0.0170117661269641	0.0169655460140269	0.0210689924206885	0.0127138840398676	0.0198970332829195	0.0134659997427222	0.0083655028210501	0.0662330317400539	
0.0137118897425175	0.0260827365653815	0.0197227175753398	0.0172144537837015	0.0181723775875734	0.0182771005215697	0.0143310008979301	0.0263563803728761	0.0160902632139444	0.0233607971142699	0.0189723058759653	0.0157264022879684	0.02048320104058	0.0157555274901673	0.0167735446360516	0.0231255403762514	0.0111138576987345	0.0357818991063378	0.0138179309488107	0.027505740548386	0.0128840289047998	0.0282893065765341	0.0187941896923255	0.0256473019004218	0.0129656567689013	0.0260084258495553	0.0203568975153878	0.0759840295648337	0.0148259380529679	0.0246360202376386	0.0153785830169473	0.0279141809571318	0.014076303261241	0.0312950490894285	0.0210358247291636	0.0169727055559792	0.0167925629010263	0.0216630418150719	0.00911270755136205	0.0406736197654581	0.046660910619579	0.395960688458762	0.0359074315675247	0.478499391657213	0.0159094694609253	0.023677602951885	0.0455275929322266	0.583279952060173	0.0106056267919462	0.0340155713489101	0.0284103868387666	0.295125556556161	0.0207562994306953	0.0155294753212626	0.0124377821767568	0.0296850634638097	0.00994712480807825	0.0320200159219773	0.0124494356781846	0.0359318338482771	0.00985272134393655	0.0438225849497115	0.0109208961754821	0.0304471490471115	0.0203204459547004	0.017584602648332	0.018251446897228	0.021118133097049	0.0203476319028605	0.220936091374673	0.0173390127584811	0.0209539020085717	0.201003695379742	6.54927334287163	0.225659036458396	7.85590670214617	0.0185749394094628	0.0194466838224038	0.024120651269678	0.0142201890933983	0.0224379129131805	0.0159517286801355	0.0344237896246839	0.549272295133782	
